ID	GeneID	geneSymbol	chr	strand	exonStart_0base	exonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE
11301	"ENSMUSG00000038860"	"Garnl3"	chr2	-	33018500	33018616	33016684	33016789	33022661	33022768
11302	"ENSMUSG00000038860"	"Garnl3"	chr2	-	33085874	33085944	33064003	33064078	33104848	33105023
11303	"ENSMUSG00000006574"	"Slc4a1"	chr11	-	102362625	102362699	102361380	102361463	102365056	102365247
11304	"ENSMUSG00000074129"	"Rpl13a"	chr7	-	45126708	45126794	45126477	45126537	45126990	45127087
11305	"ENSMUSG00000074129"	"Rpl13a"	chr7	-	45126708	45126827	45126477	45126537	45126990	45127092
11306	"ENSMUSG00000074129"	"Rpl13a"	chr7	-	45126990	45127092	45126477	45126537	45127208	45127274
11307	"ENSMUSG00000074129"	"Rpl13a"	chr7	-	45127208	45127274	45126764	45127092	45127495	45127568
11308	"ENSMUSG00000057541"	"Pus7"	chr5	-	23763333	23763351	23762362	23762474	23768767	23768912
11309	"ENSMUSG00000095199"	"Zfp967"	chr2	+	176528988	176529115	176520999	176521115	176529321	176529382
11310	"ENSMUSG00000029469"	"Ift81"	chr5	-	122610077	122610177	122609172	122609353	122610942	122611107
11311	"ENSMUSG00000029469"	"Ift81"	chr5	-	122610077	122610181	122609172	122609353	122610942	122611107
11312	"ENSMUSG00000005534"	"Insr"	chr8	-	3181701	3181737	3174794	3174888	3184950	3185152
11313	"ENSMUSG00000002100"	"Mybpc3"	chr2	+	91122339	91122342	91121901	91121955	91122635	91122647
11314	"ENSMUSG00000026028"	"Trak2"	chr1	-	58906705	58906811	58900448	58904182	58908522	58908789
11315	"ENSMUSG00000026028"	"Trak2"	chr1	-	58935745	58935940	58926650	58926727	58946246	58946337
11316	"ENSMUSG00000031070"	"Mrgprf"	chr7	+	145307360	145307487	145303813	145303928	145307750	145309349
11317	"ENSMUSG00000001105"	"Ift20"	chr11	+	78538509	78538738	78536360	78536576	78538833	78538962
11318	"ENSMUSG00000003549"	"Ercc1"	chr7	+	19347082	19347158	19345605	19345717	19348400	19348616
11319	"ENSMUSG00000035183"	"Slc24a5"	chr2	+	125081226	125081327	125080793	125080897	125083030	125083079
11320	"ENSMUSG00000074569"	"Gcnt7"	chr2	-	172452941	172453037	172450312	172451287	172453920	172454962
11321	"ENSMUSG00000009350"	"Mpo"	chr11	+	87797323	87797642	87796229	87796436	87799863	87800024
11322	"ENSMUSG00000027510"	"Rbm38"	chr2	+	173023326	173023381	173021912	173022915	173033505	173033650
11323	"ENSMUSG00000038770"	"Kpna7"	chr5	-	145002345	145002408	145001141	145001224	145004931	145005200
11324	"ENSMUSG00000031310"	"Zmym3"	chrX	-	101407204	101407459	101405904	101406019	101408476	101408591
11325	"ENSMUSG00000031310"	"Zmym3"	chrX	-	101416166	101416461	101414928	101415938	101416908	101416975
11326	"ENSMUSG00000031310"	"Zmym3"	chrX	-	101416908	101416975	101416166	101416461	101417286	101417330
11327	"ENSMUSG00000031310"	"Zmym3"	chrX	-	101416908	101416981	101416166	101416461	101417286	101417330
11328	"ENSMUSG00000031310"	"Zmym3"	chrX	-	101418272	101418952	101417286	101417330	101419697	101419798
11329	"ENSMUSG00000031310"	"Zmym3"	chrX	-	101418794	101418952	101417286	101417330	101419697	101419860
11330	"ENSMUSG00000038506"	"Dcun1d2"	chr8	-	13258946	13259043	13255963	13257976	13261384	13261467
11331	"ENSMUSG00000038506"	"Dcun1d2"	chr8	-	13258946	13259043	13255963	13257976	13271589	13271720
11332	"ENSMUSG00000038506"	"Dcun1d2"	chr8	-	13261384	13261467	13255962	13257976	13271589	13271720
11333	"ENSMUSG00000038506"	"Dcun1d2"	chr8	-	13261384	13261467	13258946	13259043	13271589	13271720
11334	"ENSMUSG00000027522"	"Stx16"	chr2	+	174077123	174077189	174076321	174076382	174090620	174090734
11335	"ENSMUSG00000027522"	"Stx16"	chr2	+	174077337	174077352	174077057	174077189	174090620	174090728
11336	"ENSMUSG00000027522"	"Stx16"	chr2	+	174084645	174084657	174076921	174077189	174090620	174090728
11337	"ENSMUSG00000027522"	"Stx16"	chr2	+	174093928	174094072	174093433	174093525	174095059	174095140
11338	"ENSMUSG00000068117"	"Mei1"	chr15	+	82098000	82098098	82095869	82095930	82100947	82101116
11339	"ENSMUSG00000000440"	"Pparg"	chr6	+	115366013	115366079	115362348	115362417	115383678	115383743
11340	"ENSMUSG00000037570"	"Mcrs1"	chr15	-	99250462	99250582	99249875	99250014	99251861	99251917
11341	"ENSMUSG00000068794"	"Col28a1"	chr6	-	8022219	8022300	8022087	8022123	8022736	8022805
11342	"ENSMUSG00000032207"	"Lipc"	chr9	-	70934475	70934608	70823523	70823563	70952043	70952221
11343	"ENSMUSG00000036916"	"Zfp280c"	chrX	-	48543584	48543703	48543404	48543441	48547264	48547327
11344	"ENSMUSG00000036916"	"Zfp280c"	chrX	-	48593513	48593598	48591672	48591761	48594363	48594391
11345	"ENSMUSG00000078906"	"Gm14444"	chr2	+	175013427	175013482	175010240	175010321	175016637	175016764
11346	"ENSMUSG00000055681"	"Cope"	chr8	+	70305634	70305735	70304633	70304696	70306498	70306651
11347	"ENSMUSG00000055681"	"Cope"	chr8	+	70307949	70308003	70304633	70306651	70308494	70308576
11348	"ENSMUSG00000055681"	"Cope"	chr8	+	70311627	70311696	70310335	70310491	70312705	70312772
11349	"ENSMUSG00000031433"	"Rbm41"	chrX	-	139991515	139991587	139968195	139968599	139993297	139993502
11350	"ENSMUSG00000031433"	"Rbm41"	chrX	-	139996664	139996746	139995111	139995228	139998499	139998542
11351	"ENSMUSG00000078903"	"Gm14391"	chr2	-	175201652	175201754	175197806	175197933	175203058	175203113
11352	"ENSMUSG00000047361"	"Gm973"	chr1	+	59549911	59550039	59544573	59544729	59556155	59556324
11353	"ENSMUSG00000047361"	"Gm973"	chr1	+	59596938	59597076	59582395	59582475	59607732	59607805
11354	"ENSMUSG00000035569"	"Ankrd11"	chr8	-	122900601	122900698	122899978	122900149	122908667	122908806
11355	"ENSMUSG00000078898"	"Zfp968"	chr2	+	175380446	175380573	175372435	175372573	175380779	175380840
11356	"ENSMUSG00000095545"	"Zfp969"	chr2	-	175695586	175695713	175695315	175695380	175703586	175703646
11357	"ENSMUSG00000032067"	"Pts"	chr9	-	50528023	50528232	50526869	50526949	50528556	50528638
11358	"ENSMUSG00000032067"	"Pts"	chr9	-	50528145	50528232	50526869	50526949	50528556	50528640
11359	"ENSMUSG00000053368"	"Rxfp2"	chr5	+	150056790	150056862	150055910	150055982	150059879	150059951
11360	"ENSMUSG00000048067"	"Olfr1349"	chr7	-	6520182	6520294	6519972	6520072	6522813	6522834
11361	"ENSMUSG00000048067"	"Olfr1349"	chr7	-	6520182	6522284	6519972	6520072	6522813	6522888
11362	"ENSMUSG00000029434"	"Vps33a"	chr5	-	123570719	123570756	123569419	123569606	123570854	123570982
11363	"ENSMUSG00000089756"	"Zfp966"	chr2	-	175922988	175923115	175922721	175922782	175930988	175931051
11364	"ENSMUSG00000078894"	"2210418O10Rik"	chr2	+	176231480	176231582	176230124	176230179	176235318	176235445
11365	"ENSMUSG00000054814"	"Usp46"	chr5	-	74037032	74037113	74032303	74032517	74068249	74068431
11366	"ENSMUSG00000043410"	"Hfm1"	chr5	-	106845384	106845475	106842459	106842571	106847663	106847777
11367	"ENSMUSG00000043410"	"Hfm1"	chr5	-	106878590	106878722	106874842	106874928	106878802	106878900
11368	"ENSMUSG00000043410"	"Hfm1"	chr5	-	106902921	106903073	106902068	106902146	106904225	106904358
11369	"ENSMUSG00000075107"	"Olfr1216"	chr2	-	89015630	89015686	89011693	89015088	89018124	89018340
11370	"ENSMUSG00000078876"	"Gm14408"	chr2	+	176835205	176835266	176834885	176835012	176836513	176836730
11371	"ENSMUSG00000028745"	"Capzb"	chr4	+	139279304	139279448	139261983	139262097	139279995	139280087
11372	"ENSMUSG00000028745"	"Capzb"	chr4	+	139288860	139288973	139287755	139287832	139291002	139291758
11373	"ENSMUSG00000034189"	"Hsdl1"	chr8	-	119574448	119574524	119567856	119567991	119575091	119575175
11374	"ENSMUSG00000002297"	"Dbf4"	chr5	-	8399687	8399812	8396972	8398162	8403079	8403191
11375	"ENSMUSG00000001632"	"Brpf1"	chr6	+	113319667	113319952	113319037	113319361	113320433	113320581
11376	"ENSMUSG00000021518"	"Ptdss1"	chr13	+	66945276	66945368	66932829	66933686	66953519	66953564
11377	"ENSMUSG00000021518"	"Ptdss1"	chr13	+	66964073	66964208	66963312	66963471	66966389	66966541
11378	"ENSMUSG00000094786"	"Gm14403"	chr2	+	177501742	177501797	177498214	177498317	177506908	177507035
11379	"ENSMUSG00000094786"	"Gm14403"	chr2	+	177507242	177507303	177506908	177507035	177508453	177509471
11380	"ENSMUSG00000029153"	"Ociad2"	chr5	-	73326280	73326398	73322198	73323847	73327662	73327710
11381	"ENSMUSG00000029153"	"Ociad2"	chr5	-	73332103	73332200	73329266	73329320	73335819	73335945
11382	"ENSMUSG00000029153"	"Ociad2"	chr5	-	73335819	73335945	73332103	73332200	73338530	73338558
11383	"ENSMUSG00000029629"	"Phf14"	chr6	+	11933252	11934019	11926726	11926837	11941429	11941574
11384	"ENSMUSG00000029629"	"Phf14"	chr6	+	12045584	12045764	12006984	12007106	12047826	12047944
11385	"ENSMUSG00000054453"	"Sytl5"	chrX	+	9957183	9957249	9956358	9956448	9960013	9960192
11386	"ENSMUSG00000060445"	"Sycp2"	chr2	-	178347775	178347834	178347572	178347654	178348221	178348321
11387	"ENSMUSG00000060445"	"Sycp2"	chr2	-	178369267	178369395	178368473	178368510	178374354	178374773
11388	"ENSMUSG00000028322"	"Exosc3"	chr4	-	45317677	45317829	45316612	45317028	45319549	45319699
11389	"ENSMUSG00000036073"	"Galt"	chr4	+	41756681	41756811	41756512	41756561	41756938	41756995
11390	"ENSMUSG00000021556"	"Golm1"	chr13	-	59674960	59675096	59665526	59665676	59675726	59675780
11391	"ENSMUSG00000026219"	"Trip12"	chr1	-	84777423	84777489	84776316	84776412	84782826	84782963
11392	"ENSMUSG00000026219"	"Trip12"	chr1	-	84777423	84777507	84776316	84776412	84782826	84782963
11393	"ENSMUSG00000026219"	"Trip12"	chr1	-	84795689	84795815	84793524	84794327	84814822	84814969
11394	"ENSMUSG00000026956"	"Uap1l1"	chr2	-	25364880	25365085	25364511	25364687	25365326	25365682
11395	"ENSMUSG00000025266"	"Gnl3l"	chrX	-	151012521	151012692	151004244	151004285	151014020	151014089
11396	"ENSMUSG00000038990"	"Cables2"	chr2	-	180264402	180264474	180264213	180264306	180273099	180273446
11397	"ENSMUSG00000029134"	"Plb1"	chr5	+	32247354	32247560	32232709	32232791	32262361	32262423
11398	"ENSMUSG00000040520"	"Manea"	chr4	-	26336620	26336730	26329085	26329162	26340416	26340998
11399	"ENSMUSG00000073795"	"Spef1l"	chr7	-	139976040	139976128	139975861	139975958	139976474	139976673
11400	"ENSMUSG00000073795"	"Spef1l"	chr7	-	139976053	139976128	139975496	139975958	139976474	139976673
11401	"ENSMUSG00000038225"	"Primpol"	chr8	-	46587678	46587797	46586652	46586696	46590214	46590303
11402	"ENSMUSG00000029472"	"Anapc5"	chr5	-	122793436	122793558	122791826	122791934	122794416	122794491
11403	"ENSMUSG00000029472"	"Anapc5"	chr5	-	122802822	122802904	122800278	122802219	122806244	122806351
11404	"ENSMUSG00000029472"	"Anapc5"	chr5	-	122818735	122818963	122817856	122818004	122819607	122819687
11405	"ENSMUSG00000029472"	"Anapc5"	chr5	-	122818853	122818963	122817820	122818004	122819607	122819687
11406	"ENSMUSG00000024151"	"Msh2"	chr17	+	87679799	87680078	87678207	87678362	87682530	87682677
11407	"ENSMUSG00000024151"	"Msh2"	chr17	+	87708451	87708602	87707181	87707305	87712628	87712726
11408	"ENSMUSG00000041774"	"Ydjc"	chr16	+	17147796	17147974	17147597	17147697	17150800	17150973
11409	"ENSMUSG00000031264"	"Btk"	chrX	-	134577469	134577624	134573916	134574087	134583010	134583128
11410	"ENSMUSG00000016356"	"Col20a1"	chr2	+	180993242	180993368	180992852	180993008	180994199	180994358
11411	"ENSMUSG00000016356"	"Col20a1"	chr2	+	181002328	181002367	181001213	181001343	181003344	181003483
11412	"ENSMUSG00000016356"	"Col20a1"	chr2	+	181013066	181013162	181009376	181009430	181013235	181013289
11413	"ENSMUSG00000016356"	"Col20a1"	chr2	+	181015689	181015857	181015542	181015609	181016254	181016328
11414	"ENSMUSG00000051984"	"Sec31b"	chr19	-	44543265	44543389	44536057	44536253	44543700	44543812
11415	"ENSMUSG00000038637"	"Lrrc56"	chr7	+	141198273	141198361	141196933	141197169	141199778	141199835
11416	"ENSMUSG00000038637"	"Lrrc56"	chr7	+	141207486	141207623	141207185	141207250	141207830	141207970
11417	"ENSMUSG00000006649"	"Nphs1"	chr7	+	30478297	30478359	30477864	30477915	30481380	30481500
11418	"ENSMUSG00000019813"	"Cep57l1"	chr10	-	41728627	41728714	41723860	41723938	41729330	41729408
11419	"ENSMUSG00000019813"	"Cep57l1"	chr10	-	41781483	41781550	41745770	41745921	41809572	41809613
11420	"ENSMUSG00000027580"	"Helz2"	chr2	-	181231007	181231139	181230758	181230920	181231230	181231502
11421	"ENSMUSG00000090077"	"Lime1"	chr2	+	181382798	181383160	181382485	181382703	181383257	181383313
11422	"ENSMUSG00000040760"	"Appl1"	chr14	-	26962805	26962877	26960950	26961038	26963646	26963706
11423	"ENSMUSG00000004665"	"Cnn2"	chr10	+	79993213	79993330	79992442	79992580	79993427	79993574
11424	"ENSMUSG00000055805"	"Fmnl1"	chr11	+	103182641	103182767	103182085	103182169	103185620	103185729
11425	"ENSMUSG00000055805"	"Fmnl1"	chr11	+	103183015	103183033	103182641	103182767	103185620	103185729
11426	"ENSMUSG00000055805"	"Fmnl1"	chr11	+	103198134	103198233	103197657	103197778	103198482	103198895
11427	"ENSMUSG00000027584"	"Oprl1"	chr2	+	181716501	181716535	181715689	181715931	181718376	181718732
11428	"ENSMUSG00000027584"	"Oprl1"	chr2	+	181716501	181716535	181715689	181715946	181718376	181718732
11429	"ENSMUSG00000027584"	"Oprl1"	chr2	+	181717954	181718093	181715689	181715946	181718376	181718732
11430	"ENSMUSG00000027584"	"Oprl1"	chr2	+	181717995	181718093	181715702	181715946	181718376	181718732
11431	"ENSMUSG00000027109"	"Sp3"	chr2	-	72978897	72979029	72970154	72971514	72979486	72979632
11432	"ENSMUSG00000002608"	"Ccdc97"	chr7	-	25716636	25716814	25716140	25716187	25718917	25719055
11433	"ENSMUSG00000002608"	"Ccdc97"	chr7	-	25716853	25716999	25715734	25716187	25718917	25719045
11434	"ENSMUSG00000002608"	"Ccdc97"	chr7	-	25718144	25718279	25715903	25716187	25718917	25719006
11435	"ENSMUSG00000002608"	"Ccdc97"	chr7	-	25718144	25718279	25716905	25716999	25718917	25719006
11436	"ENSMUSG00000057531"	"Dtnbp1"	chr13	-	44927093	44927281	44923148	44923292	44930995	44931151
11437	"ENSMUSG00000057531"	"Dtnbp1"	chr13	-	44982740	44982873	44970045	44970178	44986034	44986095
11438	"ENSMUSG00000057531"	"Dtnbp1"	chr13	-	44995830	44996006	44993684	44993738	45001380	45001647
11439	"ENSMUSG00000057531"	"Dtnbp1"	chr13	-	44999519	44999714	44993684	44993738	45001916	45002052
11440	"ENSMUSG00000049971"	"Glt1d1"	chr5	+	127663717	127663836	127663341	127663378	127664651	127664708
11441	"ENSMUSG00000066037"	"Hnrnpr"	chr4	+	136314086	136314255	136310967	136311089	136316360	136316479
11442	"ENSMUSG00000066037"	"Hnrnpr"	chr4	+	136314086	136314255	136311590	136311747	136316360	136316479
11443	"ENSMUSG00000066037"	"Hnrnpr"	chr4	+	136314089	136314255	136310967	136311089	136316360	136316423
11444	"ENSMUSG00000066037"	"Hnrnpr"	chr4	+	136314089	136314255	136311684	136311747	136316360	136316423
11445	"ENSMUSG00000059279"	"Olfr224"	chr11	-	58568039	58568197	58565855	58567474	58568706	58568804
11446	"ENSMUSG00000059412"	"Fxyd2"	chr9	+	45403173	45403300	45399708	45400003	45408105	45408144
11447	"ENSMUSG00000059412"	"Fxyd2"	chr9	+	45409512	45409549	45408299	45408374	45409702	45409720
11448	"ENSMUSG00000115344"	"Gm49364"	chr14	-	44979086	44979241	44960262	44960431	44979906	44979972
11449	"ENSMUSG00000027404"	"Snrpb"	chr2	-	130176628	130176750	130175329	130175441	130177014	130177166
11450	"ENSMUSG00000027404"	"Snrpb"	chr2	-	130176628	130176752	130175329	130175441	130177014	130177166
11451	"ENSMUSG00000004565"	"Pnpla6"	chr8	+	3516506	3516568	3515392	3515556	3516680	3516749
11452	"ENSMUSG00000004565"	"Pnpla6"	chr8	+	3516509	3516568	3515383	3515556	3516680	3516749
11453	"ENSMUSG00000004565"	"Pnpla6"	chr8	+	3516509	3516568	3515410	3515465	3516680	3516749
11454	"ENSMUSG00000004565"	"Pnpla6"	chr8	+	3537766	3537883	3537450	3537520	3541290	3541394
11455	"ENSMUSG00000004565"	"Pnpla6"	chr8	+	3537968	3538085	3537450	3537520	3541290	3541592
11456	"ENSMUSG00000058013"	"Septin11"	chr5	+	93138437	93138537	93093535	93093597	93139448	93139563
11457	"ENSMUSG00000058013"	"Septin11"	chr5	+	93138437	93138596	93093447	93093597	93139448	93139563
11458	"ENSMUSG00000058013"	"Septin11"	chr5	+	93173469	93173537	93167499	93167687	93176039	93176077
11459	"ENSMUSG00000031241"	"Tbx22"	chrX	+	107677605	107677777	107676860	107677037	107678551	107678653
11460	"ENSMUSG00000040797"	"Iqsec3"	chr6	-	121378959	121379909	121372932	121376531	121379994	121380044
11461	"ENSMUSG00000040797"	"Iqsec3"	chr6	-	121428296	121428567	121412507	121413616	121444156	121444240
11462	"ENSMUSG00000050089"	"Akap4"	chrX	+	7068179	7068355	7067519	7067656	7070430	7070526
11463	"ENSMUSG00000114390"	"1700062C10Rik"	chr14	-	16004359	16004511	15999767	16000945	16023691	16023772
11464	"ENSMUSG00000114390"	"1700062C10Rik"	chr14	-	16023691	16023772	16000786	16000945	16037023	16037197
11465	"ENSMUSG00000024576"	"Csnk1a1"	chr18	+	61571873	61571957	61569463	61569562	61575409	61575549
11466	"ENSMUSG00000054405"	"Dnajc8"	chr4	+	132535982	132536146	132535549	132535663	132538186	132538288
11467	"ENSMUSG00000054405"	"Dnajc8"	chr4	+	132538186	132538288	132535549	132535663	132541781	132541838
11468	"ENSMUSG00000054405"	"Dnajc8"	chr4	+	132541720	132541838	132538186	132538288	132544055	132544199
11469	"ENSMUSG00000054405"	"Dnajc8"	chr4	+	132541781	132541838	132538186	132538288	132544055	132544122
11470	"ENSMUSG00000054405"	"Dnajc8"	chr4	+	132544656	132544751	132544055	132544122	132546636	132546646
11471	"ENSMUSG00000054405"	"Dnajc8"	chr4	+	132551534	132551610	132550376	132550468	132553016	132553139
11472	"ENSMUSG00000054405"	"Dnajc8"	chr4	+	132552040	132552149	132551534	132551610	132553016	132553194
11473	"ENSMUSG00000100227"	"Gm28291"	chrY	+	54292553	54292737	54291638	54291824	54293264	54293333
11474	"ENSMUSG00000033096"	"Apmap"	chr2	-	150599727	150599817	150594363	150594417	150600243	150600360
11475	"ENSMUSG00000006392"	"Med8"	chr4	+	118411525	118411573	118410884	118411003	118411657	118411802
11476	"ENSMUSG00000038179"	"Slamf7"	chr1	-	171637296	171637400	171635717	171636374	171638662	171638785
11477	"ENSMUSG00000031637"	"Lrp2bp"	chr8	+	46022011	46022232	46020641	46020747	46022862	46023086
11478	"ENSMUSG00000025369"	"Smarcc2"	chr10	+	128481681	128481774	128480850	128481004	128482082	128482202
11479	"ENSMUSG00000031169"	"Porcn"	chrX	-	8201657	8201672	8201443	8201569	8203025	8203043
11480	"ENSMUSG00000031169"	"Porcn"	chrX	-	8201657	8201672	8201443	8201569	8203158	8203289
11481	"ENSMUSG00000031169"	"Porcn"	chrX	-	8203025	8203043	8201443	8201569	8203158	8203289
11482	"ENSMUSG00000031169"	"Porcn"	chrX	-	8203025	8203043	8201657	8201672	8203158	8203289
11483	"ENSMUSG00000031169"	"Porcn"	chrX	-	8204195	8204317	8203791	8203835	8205564	8205733
11484	"ENSMUSG00000031169"	"Porcn"	chrX	-	8204195	8204388	8203438	8203835	8205564	8205733
11485	"ENSMUSG00000050108"	"Bpifc"	chr10	-	86009342	86009432	86000515	86000639	86011784	86011856
11486	"ENSMUSG00000052675"	"Zfp112"	chr7	+	24118334	24118383	24112323	24112436	24122233	24122360
11487	"ENSMUSG00000024258"	"Polr2d"	chr18	+	31795287	31795383	31791839	31792020	31796049	31796701
11488	"ENSMUSG00000017830"	"Dhx58"	chr11	-	100696975	100697166	100696114	100696211	100698155	100698317
11489	"ENSMUSG00000017830"	"Dhx58"	chr11	-	100703900	100704069	100703493	100703695	100704170	100704271
11490	"ENSMUSG00000100051"	"Gm28568"	chrY	-	43452149	43452333	43451133	43451622	43453059	43453245
11491	"ENSMUSG00000053024"	"Cntn2"	chr1	-	132511314	132511393	132509426	132510793	132514247	132515637
11492	"ENSMUSG00000026836"	"Acvr1"	chr2	-	58507276	58507521	58500483	58500557	58516023	58516300
11493	"ENSMUSG00000026836"	"Acvr1"	chr2	-	58516023	58516300	58500483	58500557	58537777	58537873
11494	"ENSMUSG00000090919"	"Pabpc4l"	chr3	-	46447504	46447633	46447055	46447289	46447816	46447920
11495	"ENSMUSG00000022818"	"Cyp2ab1"	chr16	-	20310081	20310223	20308386	20309981	20312228	20312416
11496	"ENSMUSG00000033722"	"BC034090"	chr1	-	155221334	155221587	155218259	155218387	155224910	155225174
11497	"ENSMUSG00000033722"	"BC034090"	chr1	-	155223274	155223431	155221334	155221587	155224910	155226448
11498	"ENSMUSG00000028163"	"Nfkb1"	chr3	-	135589326	135589504	135584654	135585515	135590315	135590488
11499	"ENSMUSG00000028163"	"Nfkb1"	chr3	-	135590779	135590846	135590315	135590488	135591553	135591678
11500	"ENSMUSG00000028163"	"Nfkb1"	chr3	-	135639139	135639156	135626594	135626743	135655499	135655598
11501	"ENSMUSG00000035762"	"Tmem161b"	chr13	+	84251229	84251333	84222295	84222434	84257760	84257844
